seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
25893,2016,4158,Dewayne Dedmon,NA,C,26,3,NBA,ORL,58,705,0.559,4.3,1,0.599,0.232,0.09,0.079,0,0.559,0.651,0.415,0.5,0.357,NA,0.778,NA,0.249,38,NA,NA,0,0
25894,2016,4082,Dion Waiters,NA,SG,24,4,NBA,OKC,78,2152,0.399,13.9,0.66,0.286,0.076,0.065,0.229,0.34,0.421,0.515,0.333,0.435,0.333,0.358,0.306,0.872,0.025,16,0.4,0.385,0,0
25895,2016,3116,Dirk Nowitzki,NA,PF,37,18,NBA,DAL,75,2364,0.448,16.6,0.692,0.075,0.068,0.261,0.289,0.308,0.483,0.735,0.329,0.476,0.461,0.368,0.632,0.984,0.004,5,0.102,0.314,0,0
25896,2016,4002,Donald Sloan,NA,PG,28,5,NBA,BRK,61,1318,0.44,11.8,0.717,0.391,0.103,0.057,0.166,0.283,0.462,0.562,0.333,0.25,0.379,0.384,0.31,0.868,0.003,1,0.283,0.429,2,0
25897,2016,4083,Donatas Motiejūnas,NA,PF,25,4,NBA,HOU,37,547,0.439,10.8,0.722,0.205,0.4,0.098,0.02,0.278,0.5,0.595,0.488,0.35,0.5,0.281,0.716,1,0.01,2,0.368,0.143,0,0
25898,2016,4237,Doug McDermott,NA,SF,24,2,NBA,CHI,81,1861,0.452,14.5,0.598,0.242,0.126,0.093,0.137,0.402,0.47,0.577,0.37,0.467,0.375,0.425,0.757,0.982,0.019,12,0.282,0.411,0,0
25899,2016,4085,Draymond Green,NA,PF,25,4,NBA,GSW,81,2808,0.49,10,0.685,0.488,0.144,0.023,0.029,0.315,0.537,0.618,0.339,0.368,0.292,0.388,0.618,0.96,0.061,47,0.093,0.417,1,0
25900,2016,3380,Drew Gooden,NA,PF,34,14,NBA,WAS,30,305,0.32,15.3,0.602,0.243,0.087,0.107,0.175,0.398,0.419,0.48,0.333,0.364,0.389,0.171,0.423,1,0.019,1,0.146,0.333,0,0
25901,2016,4322,Duje Dukan,NA,SF,24,1,NBA,SAC,1,24,0.2,20.4,0.5,0,0.1,0,0.4,0.5,0,NA,0,NA,0,0.4,NA,1,0,0,0.4,0,0,0
25902,2016,3520,Dwight Howard,NA,C,30,12,NBA,HOU,71,2280,0.62,2.6,0.99,0.658,0.322,0.008,0.003,0.01,0.626,0.752,0.378,0.4,0,0,0.71,NA,0.318,176,0,NA,2,0
25903,2016,4239,Dwight Powell,NA,PF,24,2,NBA,DAL,69,992,0.493,8.4,0.946,0.473,0.108,0.071,0.294,0.054,0.514,0.714,0.25,0.333,0.333,0.125,0.889,1,0.149,38,0.375,0.333,0,0
25904,2016,3445,Dwyane Wade,NA,SG,34,13,NBA,MIA,74,2258,0.456,9.6,0.963,0.295,0.23,0.179,0.259,0.037,0.468,0.648,0.43,0.34,0.386,0.159,0.278,0.714,0.03,36,0.136,0.333,3,1
25905,2016,4003,E'Twaun Moore,NA,SG,26,5,NBA,CHI,59,1263,0.481,12.9,0.733,0.177,0.26,0.131,0.165,0.267,0.491,0.652,0.485,0.412,0.391,0.452,0.436,0.915,0.015,6,0.452,0.468,0,0
25906,2016,3932,Ed Davis,NA,PF,26,6,NBA,POR,81,1684,0.611,2,1,0.748,0.24,0.012,0,0,0.611,0.659,0.469,0.5,NA,NA,0.583,NA,0.131,40,NA,NA,0,0
25907,2016,4323,Edy Tavares,NA,C,23,1,NBA,ATL,11,73,0.579,2.8,1,0.737,0.158,0.053,0.053,0,0.579,0.714,0.333,0,0,NA,0.636,NA,0.316,5,NA,NA,0,0
25908,2016,4240,Elfrid Payton,NA,PG,21,2,NBA,ORL,73,2145,0.436,8.8,0.874,0.411,0.212,0.104,0.147,0.126,0.451,0.583,0.381,0.355,0.252,0.326,0.285,0.933,0.016,9,0.283,0.308,1,0
25909,2016,4241,Elijah Millsap,NA,SG,28,2,NBA,UTA,20,173,0.282,9.4,0.692,0.513,0.128,0,0.051,0.308,0.37,0.5,0,NA,0,0.083,0.5,1,0.026,0,0.5,0.167,0,0
25910,2016,4005,Elliot Williams,NA,PG,26,4,NBA,MEM,5,45,0.2,19,0.6,0,0.1,0,0.5,0.4,0.167,NA,0,NA,0.2,0.25,1,0,0,0,0.25,0,0,0
25911,2016,3186,Elton Brand,NA,C,36,17,NBA,PHI,17,225,0.431,10.9,0.986,0.153,0.125,0.514,0.194,0.014,0.437,0.727,0.444,0.27,0.643,0,0.839,NA,0,0,1,0,0,0
25912,2016,4324,Emmanuel Mudiay,NA,PG,19,1,NBA,DEN,68,2068,0.364,12.7,0.744,0.293,0.117,0.146,0.186,0.256,0.379,0.475,0.292,0.311,0.339,0.319,0.286,0.73,0.018,14,0.078,0.278,1,0
25913,2016,4006,Enes Freedom,NA,C,23,5,NBA,OKC,82,1721,0.576,4.9,0.971,0.62,0.159,0.12,0.072,0.029,0.579,0.65,0.447,0.512,0.365,0.476,0.594,1,0.065,42,0.762,0.5,1,0
25914,2016,3934,Eric Bledsoe,NA,PG,26,6,NBA,PHO,31,1059,0.453,12.8,0.738,0.264,0.161,0.093,0.22,0.262,0.482,0.585,0.367,0.543,0.417,0.372,0.143,0.479,0.01,4,0.109,0.143,0,0
25915,2016,3815,Eric Gordon,NA,SG,27,8,NBA,NOP,45,1481,0.418,16.3,0.467,0.225,0.096,0.033,0.116,0.533,0.457,0.524,0.358,0.5,0.391,0.384,0.441,0.85,0.022,10,0.153,0.289,0,0
25916,2016,4242,Eric Moreland,NA,PF,24,2,NBA,SAC,8,48,0.5,2.5,1,0.5,0.5,0,0,0,0.5,1,0,NA,NA,NA,1,NA,0.333,2,NA,NA,0,0
25917,2016,4243,Erick Green,NA,PG,24,2,NBA,TOT,9,42,0.385,17.5,0.615,0,0.154,0.154,0.308,0.385,0.5,NA,0.5,0.5,0.5,0.2,0,1,0,0,0,NA,0,0
25918,2016,4243,Erick Green,NA,PG,24,2,NBA,DEN,3,7,0,24,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0
25919,2016,4243,Erick Green,NA,PG,24,2,NBA,UTA,6,35,0.417,17,0.667,0,0.167,0.167,0.333,0.333,0.5,NA,0.5,0.5,0.5,0.25,0,1,0,0,0,NA,0,0
25920,2016,3669,Ersan İlyasova,NA,PF,28,8,NBA,TOT,74,1881,0.424,14,0.608,0.292,0.124,0.05,0.144,0.392,0.458,0.57,0.317,0.394,0.368,0.371,0.641,0.927,0.003,1,0.131,0.353,0,0
25921,2016,3669,Ersan İlyasova,NA,PF,28,8,NBA,DET,52,1434,0.425,14.6,0.577,0.266,0.126,0.049,0.136,0.423,0.471,0.593,0.297,0.44,0.406,0.363,0.638,0.936,0.002,0,0.14,0.333,0,0
25922,2016,3669,Ersan İlyasova,NA,PF,28,8,NBA,ORL,22,447,0.418,11.8,0.712,0.379,0.118,0.052,0.17,0.288,0.422,0.517,0.389,0.25,0.269,0.409,0.652,0.889,0.007,1,0.091,0.5,0,0
25923,2016,4086,Evan Fournier,NA,SF,23,4,NBA,ORL,79,2566,0.462,14.1,0.58,0.3,0.125,0.053,0.103,0.42,0.506,0.634,0.405,0.388,0.313,0.4,0.473,0.865,0.011,9,0.2,0.397,4,0
25924,2016,3936,Evan Turner,NA,SG,27,6,NBA,BOS,81,2271,0.456,10.6,0.89,0.264,0.162,0.311,0.153,0.11,0.482,0.638,0.418,0.427,0.391,0.241,0.303,0.95,0.013,8,0.494,0.341,1,0
25925,2016,4088,Festus Ezeli,NA,C,26,3,NBA,GSW,46,770,0.548,2.9,1,0.649,0.272,0.061,0.018,0,0.548,0.682,0.339,0.143,0.25,NA,0.816,NA,0.342,68,NA,NA,0,0
25926,2016,4325,Frank Kaminsky,NA,C,22,1,NBA,CHO,81,1708,0.41,12.6,0.615,0.331,0.187,0.04,0.057,0.385,0.455,0.523,0.408,0.238,0.367,0.337,0.578,0.985,0.034,15,0.129,0.269,1,0
25927,2016,3877,Garrett Temple,NA,SF,29,6,NBA,WAS,80,1951,0.398,15.7,0.489,0.261,0.071,0.046,0.113,0.511,0.453,0.561,0.306,0.348,0.333,0.345,0.571,0.944,0.026,13,0.457,0.364,1,0
25928,2016,4245,Gary Harris,NA,SG,21,2,NBA,DEN,76,2439,0.469,13.1,0.612,0.358,0.08,0.075,0.099,0.388,0.543,0.613,0.41,0.456,0.461,0.354,0.622,0.943,0.058,41,0.343,0.343,1,0
25929,2016,3940,Gary Neal,NA,SG,31,6,NBA,WAS,40,807,0.465,16.3,0.692,0.071,0.16,0.157,0.305,0.308,0.489,0.652,0.538,0.412,0.465,0.41,0.473,0.659,0,0,0.19,0.368,0,0
25930,2016,3816,George Hill,NA,PG,29,8,NBA,IND,74,2524,0.441,15.3,0.575,0.222,0.099,0.103,0.153,0.425,0.466,0.622,0.397,0.342,0.363,0.408,0.338,0.82,0.016,12,0.379,0.445,0,0
25931,2016,3604,Gerald Green,NA,SG,30,9,NBA,MIA,69,1557,0.392,16.8,0.557,0.148,0.075,0.135,0.199,0.443,0.446,0.586,0.318,0.494,0.359,0.323,0.527,0.929,0.046,22,0.335,0.333,1,0
25932,2016,3878,Gerald Henderson,1987,SG,28,7,NBA,POR,72,1431,0.439,14.9,0.743,0.157,0.096,0.183,0.304,0.257,0.468,0.747,0.314,0.412,0.41,0.353,0.5,0.958,0.043,22,0.529,0.444,0,0
25933,2016,4164,Giannis Antetokounmpo,NA,PG,21,3,NBA,MIL,80,2823,0.506,7.5,0.892,0.509,0.18,0.058,0.143,0.108,0.537,0.684,0.346,0.288,0.359,0.257,0.485,0.821,0.143,141,0.321,0.343,4,0
25934,2016,4246,Glenn Robinson III,NA,SF,22,2,NBA,IND,45,508,0.43,11.9,0.755,0.331,0.139,0.06,0.225,0.245,0.447,0.58,0.476,0.222,0.294,0.378,0.627,0.929,0.113,15,0.405,0.4,0,0
25935,2016,3817,Goran Dragić,NA,PG,29,8,NBA,MIA,72,2363,0.477,11.3,0.766,0.328,0.142,0.169,0.127,0.234,0.527,0.666,0.387,0.426,0.459,0.312,0.252,0.75,0.001,1,0.244,0.26,0,0
25936,2016,3941,Gordon Hayward,NA,SF,25,6,NBA,UTA,80,2893,0.433,13.6,0.659,0.209,0.182,0.128,0.14,0.341,0.477,0.622,0.438,0.409,0.375,0.349,0.32,0.797,0.051,52,0.234,0.385,2,0
25937,2016,4167,Gorgui Dieng,NA,C,26,3,NBA,MIN,82,2220,0.532,8.2,0.965,0.387,0.197,0.157,0.223,0.035,0.54,0.71,0.395,0.462,0.434,0.3,0.712,1,0.131,69,0.65,0.385,0,0
25938,2016,3942,Greg Monroe,NA,C,25,6,NBA,MIL,79,2314,0.522,4.1,0.999,0.542,0.324,0.067,0.065,0.001,0.522,0.596,0.446,0.429,0.393,0,0.57,NA,0.021,19,0,NA,0,0
25939,2016,4008,Greg Smith,1991,PF,25,5,NBA,MIN,18,192,0.563,1.4,1,0.844,0.156,0,0,0,0.563,0.593,0.4,NA,NA,NA,0.778,NA,0.219,5,NA,NA,0,0
25940,2016,3943,Greivis Vásquez,NA,PG,29,6,NBA,MIL,23,460,0.326,16.9,0.471,0.174,0.13,0.072,0.094,0.529,0.415,0.458,0.278,0.6,0.385,0.247,0.444,0.667,0,0,0.137,0.2,2,0
25941,2016,4089,Harrison Barnes,NA,SF,23,4,NBA,GSW,66,2042,0.466,13.9,0.662,0.227,0.147,0.104,0.183,0.338,0.508,0.625,0.409,0.394,0.509,0.383,0.634,0.988,0.093,54,0.444,0.358,0,0
25942,2016,3945,Hassan Whiteside,NA,C,26,4,NBA,MIA,73,2125,0.606,4.7,1,0.503,0.317,0.104,0.075,0,0.606,0.773,0.435,0.437,0.431,NA,0.659,NA,0.224,148,NA,NA,0,0
25943,2016,4090,Henry Sims,NA,C,25,4,NBA,BRK,14,263,0.429,7.8,1,0.416,0.195,0.195,0.182,0,0.429,0.531,0.4,0.333,0.357,NA,0.879,NA,0.039,3,NA,NA,0,0
25944,2016,4168,Hollis Thompson,NA,SG,24,3,NBA,PHI,77,2154,0.397,17.8,0.424,0.146,0.103,0.062,0.112,0.576,0.42,0.576,0.371,0.357,0.303,0.38,0.645,0.973,0.004,3,0.306,0.45,1,0
25945,2016,4169,Ian Clark,NA,SG,24,3,NBA,GSW,66,578,0.441,14.5,0.584,0.238,0.139,0.114,0.094,0.416,0.5,0.625,0.357,0.391,0.526,0.357,0.492,0.933,0.005,1,0.333,0.321,0,0
25946,2016,3756,Ian Mahinmi,NA,C,29,8,NBA,IND,71,1816,0.589,3.8,1,0.627,0.248,0.04,0.085,0,0.589,0.69,0.486,0.222,0.316,NA,0.758,NA,0.123,51,NA,NA,0,0
25947,2016,4011,Iman Shumpert,NA,SG,25,5,NBA,CLE,54,1316,0.374,16.7,0.521,0.197,0.069,0.072,0.184,0.479,0.447,0.6,0.143,0.227,0.482,0.295,0.507,0.977,0.056,12,0.404,0.288,3,0
25948,2016,4170,Isaiah Canaan,NA,SG,24,3,NBA,PHI,77,1966,0.36,19,0.328,0.13,0.096,0.047,0.057,0.672,0.354,0.489,0.261,0.294,0.244,0.363,0.417,0.744,0,0,0.198,0.406,0,0
25949,2016,4012,Isaiah Thomas,NA,PG,26,5,NBA,BOS,82,2644,0.428,12.2,0.664,0.34,0.135,0.104,0.084,0.336,0.462,0.581,0.289,0.382,0.362,0.359,0.337,0.647,0,0,0.142,0.47,0,0
25950,2016,3946,Ish Smith,NA,PG,27,6,NBA,TOT,77,2239,0.411,10.8,0.824,0.333,0.188,0.104,0.199,0.176,0.428,0.55,0.341,0.356,0.344,0.329,0.188,0.589,0.009,7,0.118,0.4,1,0
25951,2016,3946,Ish Smith,NA,PG,27,6,NBA,NOP,27,617,0.43,9.5,0.855,0.382,0.206,0.079,0.189,0.145,0.451,0.598,0.34,0.389,0.302,0.303,0.159,0.7,0.004,1,0.242,0.375,0,0
25952,2016,3946,Ish Smith,NA,PG,27,6,NBA,PHI,50,1622,0.405,11.2,0.815,0.318,0.183,0.112,0.202,0.185,0.42,0.532,0.341,0.349,0.356,0.336,0.198,0.565,0.011,6,0.088,0.417,1,0
25953,2016,3673,J.J. Barea,NA,PG,31,10,NBA,DAL,74,1667,0.446,13.5,0.634,0.193,0.243,0.113,0.086,0.366,0.481,0.591,0.405,0.525,0.393,0.385,0.189,0.57,0,0,0.146,0.342,1,0
25954,2016,3821,J.J. Hickson,NA,C,27,8,NBA,TOT,35,436,0.516,5,0.994,0.561,0.213,0.135,0.084,0.006,0.519,0.69,0.303,0.286,0.308,0,0.713,NA,0.187,29,0,NA,0,0
25955,2016,3821,J.J. Hickson,NA,C,27,8,NBA,DEN,20,305,0.505,4.7,1,0.587,0.183,0.147,0.083,0,0.505,0.672,0.25,0.188,0.444,NA,0.764,NA,0.211,23,NA,NA,0,0
25956,2016,3821,J.J. Hickson,NA,C,27,8,NBA,WAS,15,131,0.543,5.7,0.978,0.5,0.283,0.109,0.087,0.022,0.556,0.739,0.385,0.6,0,0,0.6,NA,0.13,6,0,NA,0,0
25957,2016,4326,J.J. O'Brien,NA,SF,23,1,NBA,UTA,2,6,0,9,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0
25958,2016,3674,J.J. Redick,NA,SG,31,10,NBA,LAC,75,2097,0.48,19.5,0.522,0.074,0.06,0.05,0.339,0.478,0.484,0.631,0.453,0.364,0.473,0.475,0.833,0.94,0,0,0.159,0.552,0,0
25959,2016,3527,J.R. Smith,NA,SG,30,12,NBA,CLE,77,2362,0.415,19.1,0.4,0.081,0.109,0.073,0.135,0.6,0.438,0.623,0.398,0.387,0.391,0.4,0.43,0.926,0.013,11,0.241,0.39,1,0
25960,2016,4248,JaKarr Sampson,NA,SF,22,2,NBA,TOT,73,1160,0.442,8,0.801,0.451,0.256,0.057,0.041,0.199,0.496,0.657,0.284,0.333,0.231,0.222,0.563,0.857,0.107,26,0.444,0.214,0,0
25961,2016,4248,JaKarr Sampson,NA,SF,22,2,NBA,PHI,47,691,0.426,7.4,0.832,0.441,0.302,0.054,0.035,0.168,0.476,0.697,0.246,0.182,0.143,0.176,0.525,0.667,0.079,11,0.412,0.143,0,0
25962,2016,4248,JaKarr Sampson,NA,SF,22,2,NBA,DEN,26,469,0.47,9.1,0.748,0.47,0.174,0.061,0.052,0.252,0.535,0.593,0.4,0.571,0.333,0.276,0.63,1,0.157,15,0.483,0.286,0,0
25963,2016,4249,JaMychal Green,NA,PF,25,2,NBA,MEM,78,1446,0.465,8.6,0.909,0.481,0.137,0.067,0.224,0.091,0.478,0.563,0.353,0.455,0.378,0.333,0.665,1,0.133,53,0.644,0.379,1,0
25964,2016,3823,JaVale McGee,NA,C,28,8,NBA,DAL,34,370,0.575,3.6,0.993,0.664,0.179,0.067,0.082,0.007,0.579,0.719,0.25,0.111,0.545,0,0.701,NA,0.388,49,0,NA,0,0
25965,2016,4251,Jabari Parker,NA,PF,20,2,NBA,MIL,76,2408,0.493,7.7,0.961,0.461,0.15,0.14,0.21,0.039,0.502,0.657,0.356,0.397,0.339,0.257,0.719,0.778,0.154,129,0.514,0.278,0,0
25966,2016,4091,Jae Crowder,NA,SF,25,4,NBA,BOS,73,2308,0.443,15.1,0.554,0.274,0.075,0.064,0.139,0.446,0.529,0.704,0.246,0.346,0.416,0.336,0.756,0.943,0.023,19,0.226,0.329,1,0
25967,2016,4327,Jahlil Okafor,NA,C,20,1,NBA,PHI,53,1591,0.508,6.3,0.992,0.394,0.327,0.192,0.079,0.008,0.511,0.675,0.463,0.353,0.274,0.167,0.412,1,0.058,40,0.167,0,0,0
25968,2016,3258,Jamal Crawford,NA,SG,35,16,NBA,LAC,79,2126,0.404,16.8,0.634,0.099,0.134,0.16,0.241,0.366,0.44,0.613,0.468,0.387,0.389,0.34,0.26,0.735,0.001,1,0.23,0.418,6,0
25969,2016,3530,Jameer Nelson,NA,PG,33,12,NBA,DEN,39,1036,0.368,17.3,0.531,0.15,0.107,0.052,0.221,0.469,0.429,0.63,0.273,0.375,0.382,0.299,0.2,0.512,0,0,0.076,0.273,0,0
25970,2016,3947,James Anderson,NA,SG,26,5,NBA,SAC,51,721,0.376,14.8,0.517,0.253,0.152,0.051,0.062,0.483,0.478,0.622,0.407,0,0.455,0.267,0.523,0.87,0.039,6,0.198,0.412,1,0
25971,2016,4253,James Ennis III,NA,SF,25,2,NBA,TOT,22,329,0.478,14.3,0.487,0.372,0.044,0.009,0.062,0.513,0.509,0.595,0.2,0,0.286,0.448,0.714,0.885,0.097,10,0.276,0.563,0,0
25972,2016,4253,James Ennis III,NA,SF,25,2,NBA,MIA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
25973,2016,4253,James Ennis III,NA,SF,25,2,NBA,MEM,10,40,0.308,18.1,0.385,0.231,0,0,0.154,0.615,0.4,0.667,NA,NA,0,0.25,0.5,1,0.077,1,0.125,1,0,0
25974,2016,4253,James Ennis III,NA,SF,25,2,NBA,NOP,9,282,0.5,13.8,0.5,0.39,0.05,0.01,0.05,0.5,0.52,0.59,0.2,0,0.4,0.48,0.731,0.875,0.1,9,0.3,0.533,0,0
25975,2016,3880,James Harden,NA,SG,26,7,NBA,HOU,82,3125,0.439,14.4,0.594,0.246,0.124,0.105,0.12,0.406,0.494,0.65,0.328,0.426,0.402,0.359,0.181,0.521,0.011,16,0.094,0.274,0,0
25976,2016,3881,James Johnson,NA,PF,28,7,NBA,TOR,57,926,0.475,9.3,0.725,0.475,0.167,0.029,0.054,0.275,0.54,0.632,0.4,0.286,0.308,0.303,0.34,1,0.067,16,0.515,0.265,1,0
25977,2016,3449,James Jones,NA,SF,35,13,NBA,CLE,48,463,0.408,21.7,0.268,0.035,0.021,0.106,0.113,0.732,0.447,0.8,0.667,0.333,0.438,0.394,0.765,0.927,0.007,1,0.212,0.455,0,0
25978,2016,4254,James Michael McAdoo,NA,PF,23,2,NBA,GSW,41,262,0.536,3.8,0.976,0.643,0.226,0.06,0.048,0.024,0.537,0.648,0.105,0.8,0.75,0.5,0.773,1,0.19,15,0,NA,0,0
25979,2016,4255,James Young,NA,SG,20,2,NBA,BOS,29,199,0.306,20.2,0.278,0.139,0.056,0.083,0,0.722,0.5,0.4,1,0.333,NA,0.231,0.6,1,0,0,0.423,0.091,2,0
25980,2016,4092,Jared Cunningham,NA,SG,24,4,NBA,TOT,44,410,0.343,12.5,0.629,0.362,0.124,0.029,0.114,0.371,0.364,0.579,0,0.333,0.083,0.308,0.667,1,0.086,7,0.487,0.421,1,0
25981,2016,4092,Jared Cunningham,NA,SG,24,4,NBA,CLE,40,355,0.352,11.9,0.648,0.385,0.11,0.033,0.121,0.352,0.373,0.571,0,0.333,0.091,0.313,0.682,1,0.099,7,0.5,0.438,0,0
25982,2016,4092,Jared Cunningham,NA,SG,24,4,NBA,MIL,4,55,0.286,16.1,0.5,0.214,0.214,0,0.071,0.5,0.286,0.667,0,NA,0,0.286,0.5,1,0,0,0.429,0.333,1,0
25983,2016,3758,Jared Dudley,NA,PF,30,9,NBA,WAS,81,2098,0.478,18.7,0.511,0.127,0.027,0.057,0.298,0.489,0.534,0.758,0.385,0.464,0.469,0.42,0.872,1,0,0,0.244,0.483,0,0
25984,2016,4093,Jared Sullinger,NA,PF,23,4,NBA,BOS,81,1915,0.435,11.3,0.872,0.292,0.202,0.092,0.287,0.128,0.458,0.591,0.399,0.351,0.398,0.282,0.609,1,0.009,7,0.019,0.5,2,0
25985,2016,4328,Jarell Eddie,NA,SF,24,1,NBA,WAS,26,147,0.308,22.1,0.277,0.046,0.077,0.031,0.123,0.723,0.278,0,0.2,0,0.5,0.319,0.8,0.933,0,0,0.213,0.3,1,0
25986,2016,4329,Jarell Martin,NA,PF,21,1,NBA,MEM,27,380,0.466,7.8,0.983,0.466,0.172,0.129,0.216,0.017,0.474,0.574,0.35,0.6,0.28,0,0.574,NA,0.052,5,0,NA,1,0
25987,2016,4256,Jarnell Stokes,NA,C,22,2,NBA,TOT,7,18,0.6,8.2,1,0.4,0.2,0,0.4,0,0.6,1,1,NA,0,NA,0.667,NA,0,0,NA,NA,0,0
25988,2016,4256,Jarnell Stokes,NA,C,22,2,NBA,MEM,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
25989,2016,4256,Jarnell Stokes,NA,C,22,2,NBA,MIA,5,14,0.6,8.2,1,0.4,0.2,0,0.4,0,0.6,1,1,NA,0,NA,0.667,NA,0,0,NA,NA,0,0
25990,2016,3608,Jarrett Jack,NA,PG,32,11,NBA,BRK,32,1027,0.391,15.4,0.715,0.109,0.201,0.098,0.307,0.285,0.426,0.615,0.319,0.343,0.455,0.304,0.174,0.548,0,0,0.235,0.333,2,0
25991,2016,3759,Jason Smith,NA,C,29,8,NBA,ORL,76,1181,0.485,15,0.968,0.137,0.058,0.121,0.652,0.032,0.493,0.58,0.379,0.574,0.47,0.25,0.888,1,0.008,4,0.438,0.429,0,0
25992,2016,3194,Jason Terry,NA,SG,38,17,NBA,HOU,72,1258,0.402,19.6,0.306,0.072,0.093,0.072,0.069,0.694,0.504,0.704,0.514,0.407,0.385,0.356,0.397,0.903,0,0,0.418,0.376,1,0
25993,2016,3824,Jason Thompson,NA,C,29,8,NBA,TOT,47,471,0.481,8.2,0.861,0.398,0.269,0.111,0.083,0.139,0.505,0.651,0.414,0.25,0.444,0.333,0.66,1,0.074,8,0.133,0,0,0
25994,2016,3824,Jason Thompson,NA,C,29,8,NBA,GSW,28,179,0.476,5.7,1,0.405,0.381,0.167,0.048,0,0.476,0.647,0.313,0.429,0.5,NA,0.6,NA,0.095,4,NA,NA,0,0
25995,2016,3824,Jason Thompson,NA,C,29,8,NBA,TOR,19,292,0.485,9.7,0.773,0.394,0.197,0.076,0.106,0.227,0.529,0.654,0.538,0,0.429,0.333,0.704,1,0.061,4,0.133,0,0,0
25996,2016,3883,Jeff Ayres,NA,C,28,6,NBA,LAC,17,107,0.522,6.7,0.957,0.478,0.217,0.13,0.13,0.043,0.545,0.636,0,1,0.667,0,0.75,NA,0.087,1,0,NA,0,0
25997,2016,3761,Jeff Green,NA,SF,29,8,NBA,TOT,80,2253,0.43,11.3,0.742,0.308,0.218,0.09,0.125,0.258,0.47,0.602,0.344,0.486,0.35,0.315,0.401,0.896,0.063,47,0.343,0.329,4,0
25998,2016,3761,Jeff Green,NA,SF,29,8,NBA,MEM,53,1544,0.431,11.3,0.756,0.314,0.206,0.102,0.133,0.244,0.47,0.583,0.383,0.491,0.324,0.309,0.399,0.833,0.072,35,0.287,0.333,4,0
25999,2016,3761,Jeff Green,NA,SF,29,8,NBA,LAC,27,709,0.427,11.4,0.712,0.296,0.243,0.064,0.109,0.288,0.468,0.646,0.277,0.471,0.414,0.325,0.404,1,0.045,12,0.442,0.324,0,0
26000,2016,3884,Jeff Teague,NA,PG,27,7,NBA,ATL,79,2255,0.439,11,0.722,0.372,0.156,0.098,0.094,0.278,0.454,0.563,0.338,0.412,0.269,0.4,0.167,0.636,0.005,4,0.105,0.448,0,0
26001,2016,4174,Jeff Withey,NA,C,25,3,NBA,UTA,51,658,0.537,4.2,0.988,0.586,0.259,0.086,0.056,0.012,0.544,0.653,0.405,0.429,0.222,0,0.805,NA,0.198,27,0,NA,1,0
26002,2016,4257,Jerami Grant,NA,PF,21,2,NBA,PHI,77,2066,0.419,8.4,0.756,0.491,0.184,0.047,0.035,0.244,0.477,0.619,0.209,0.179,0.286,0.24,0.685,1,0.137,73,0.5,0.288,0,0
26003,2016,3949,Jeremy Evans,NA,SF,28,6,NBA,DAL,30,251,0.542,10.3,0.667,0.521,0.063,0.021,0.063,0.333,0.688,0.76,0.333,0,0.667,0.25,0.864,1,0.271,12,0.438,0.143,0,0
26004,2016,4096,Jeremy Lamb,NA,SG,23,4,NBA,CHO,66,1227,0.451,13.7,0.645,0.292,0.118,0.096,0.137,0.355,0.529,0.631,0.45,0.367,0.5,0.309,0.466,0.786,0.027,11,0.138,0.32,1,0
26005,2016,3950,Jeremy Lin,NA,SG,27,6,NBA,CHO,78,2048,0.412,13,0.69,0.305,0.13,0.088,0.166,0.31,0.446,0.568,0.379,0.344,0.331,0.336,0.348,0.816,0.001,1,0.102,0.391,0,0
26006,2016,4330,Jerian Grant,NA,PG,23,1,NBA,NYK,76,1265,0.394,11.3,0.744,0.368,0.138,0.107,0.13,0.256,0.454,0.521,0.426,0.381,0.353,0.22,0.333,0.727,0.015,6,0.11,0.455,1,0
26007,2016,3826,Jerryd Bayless,NA,SG,27,8,NBA,MIL,52,1505,0.423,17.5,0.471,0.149,0.101,0.069,0.156,0.529,0.408,0.492,0.295,0.4,0.397,0.437,0.393,0.901,0.011,4,0.286,0.439,2,0
26008,2016,4022,Jimmer Fredette,NA,SG,26,5,NBA,TOT,6,18,0.4,13.8,0.6,0.2,0.4,0,0,0.4,0.333,1,0,NA,NA,0.5,1,1,0,0,0,NA,0,0
26009,2016,4022,Jimmer Fredette,NA,SG,26,5,NBA,NOP,4,13,0.25,11,0.75,0.25,0.5,0,0,0.25,0.333,1,0,NA,NA,0,1,NA,0,0,0,NA,0,0
